Timestamp,Enter your three-letter initials here.,Choose the collector's name and culture that this recording comes from.,"Enter the filenames of all original audio files associated with this subject (i.e., the person whose vocalizations are being recorded).","Are there any additional files associated with this subject? If so, enter their filenames.",What is this subject's unique identifier?,Which of the following samples are present?,Which recording will you be using? (MS or XY),Note any exceptions when choosing MS or XY,What time of day were the samples recorded?,What is the gender of the singer/speaker?,Which of the following roles of the singer/speaker does the researcher indicate?,"Is an infant present, as specified by the researcher?",What is the gender of the infant?,What is the relationship between the subject and the infant?,What is the age of the infant (in months)?,Is the age of the infant estimated by the researcher?,"In general, did you have trouble hearing the subject's vocalizations?",Are there any of the following sounds audible in addition to the subject and the researcher?,How much of an issue was background noise in hearing the subject's vocalizations?,How loud was the subject's vocalization?,Describe any problems with the audio here.,Note any additional information provided by the researcher about these recordings.,"Notes from 2nd coder. Please format notes with the sample name, description of notes, and your personal three letter identifier (e.g. ""WEL01A: Clipped out 1 second at the end to remove researcher's voice. CMB; WEL01C: Removed 2 seconds of silence from the beginning of the clip. CMB"")"
2/20/2018 13:28:34,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S29_6mMS.WAV, S29_6mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR29,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,,Yes,Male,Not specified,6,Yes,No,Infant(s),1,2,,,
2/20/2018 13:36:40,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S30_8mMS.WAV, S30_8mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR30,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Male,Mother of infant,8,Yes,No,Infant(s),1,3,,,
2/20/2018 13:45:44,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S31_7mMS.WAV, S31_7mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR31,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,"S31_7mXY.WAV is un-openable for playback and for importing into Audition, and has 0 bytes in the file.",,Not specified,,Yes,Male,Not specified,7,Yes,No,Infant(s),1,2,,,
2/20/2018 14:01:40,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S32_8mMS.WAV, S32_8mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR32,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,Yes,Male,Not specified,8,Yes,No,Infant(s),1,3,,,
2/20/2018 14:23:54,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S33_8mMS.WAV, S33_8mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR33,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,8,Yes,No,Infant(s),1,3,,,
2/21/2018 10:29:01,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S34_6mMS.WAV, S34_6mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR34,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,6,Yes,No,Infant(s),1,4,,,"TOR34A: was sung words by the mother, very similar to spoken words in TOR34B, rather than a lullaby. ERA"
2/21/2018 10:38:54,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S35_8mMS.WAV, S35_8mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR35,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Male,Mother of infant,8,Yes,No,Infant(s),1,3,ID speech was whispered,,
2/21/2018 10:46:58,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S36_8mMS.WAV, S36_8mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR36,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,,Yes,Male,Not specified,8,Yes,Yes,Infant(s),1,1,Sample is very quiet.,,
2/21/2018 10:58:21,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S37_8mMS.WAV, S37_8mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR37,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,,Yes,Female,Not specified,8,Yes,No,Infant(s),1,4,,,
2/21/2018 11:05:17,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S38_6mMS.WAV, S38_6mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR38,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,Yes,Male,Not specified,6,Yes,No,Infant(s),2,4,,,
2/21/2018 11:14:58,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S39_6mMS.WAV, S39_6mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR39,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,,Yes,Male,Not specified,6,Yes,No,Infant(s),2,3,,,
2/21/2018 11:38:26,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S40_7mMS.WAV, S40_7mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR40,"Infant-directed song, Infant-directed speech",XY,,,Not specified,,Yes,Male,Not specified,7,Yes,No,Infant(s),1,3,"No AD samples. Recording was cut off abruptly in the middle of AD song with no researcher note or part 2 of the recording (that I've found so far, at least)",,
2/21/2018 13:06:04,HLR,Placek - Jenu Kurubas (India),"JK016MS.WAV, JK016XY.WAV",,JEN13,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,,Yes,Not specified,Not specified,18,No,Yes,"Child or children, Adult(s)",3,3,,,"JEN13C: 0:35.500-0:35.990 cut out some background talking at end. CMB;
JEN13D: Re-clipped to avoid cutting off sentence at end (new sample is 4:40.000-4:59.000). CMB"
2/21/2018 14:36:11,ERA,Placek - Jenu Kurubas (India),"JK017XY, JK017MS",,JEN14,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Not specified,Not specified,36,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",2,4,,"The adult-directed song was described as about ""the relationship between brother and sister"".",
2/21/2018 14:52:14,ERA,Placek - Jenu Kurubas (India),"JK018XY, JK018MS",,JEN15,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,Parent (gender unspecified),Yes,Not specified,Not specified,3.5,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
2/21/2018 15:03:31,ERA,Placek - Jenu Kurubas (India),"JK020XY, JK020MS",,JEN16,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,Parent (gender unspecified),Yes,Not specified,Not specified,18,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
2/21/2018 15:19:53,ERA,Placek - Jenu Kurubas (India),"JK021XY, JK021MS",,JEN17,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,Parent (gender unspecified),Yes,Not specified,Not specified,6,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,The adult-directed song was identified as a love song.,
2/21/2018 15:31:38,ERA,Placek - Jenu Kurubas (India),"JK022XY, JKO22MS",,JEN18,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,Parent (gender unspecified),Yes,Not specified,Not specified,18,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,There were two children present. The adult-directed song is from a movie.,
2/21/2018 15:43:32,ERA,Placek - Jenu Kurubas (India),"JK023MS, JK023XY",,JEN19,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,Parent (gender unspecified),Yes,Not specified,Not specified,30,Yes,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,The adult-directed song is from a film.,"JEN19B: 0:08.000-0:39.240 clipped because of long pauses, some vocalizations from others. CMB"
2/21/2018 15:52:28,ERA,Placek - Jenu Kurubas (India),"JK024XY, JK024MS",,JEN20,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,Parent (gender unspecified),Yes,Male,Not specified,18,Yes,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,The adult-directed song is from a film.,
2/27/2018 12:00:57,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S41_6mMS.WAV, S41_6mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR41,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,,Yes,Female,Not specified,6,Yes,Yes,Infant(s),3,1,"ID song and speech are very, very quiet, ID speech had loud infant wailing throughout.",,
2/27/2018 12:08:43,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S42_7mMS.WAV, S42_7mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR42,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,Yes,Male,Not specified,7,Yes,No,Infant(s),1,3,,,
2/27/2018 12:23:55,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S43_7mMS.WAV, S43_7mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR43,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,,Yes,Female,Not specified,8,Yes,No,Infant(s),1,4,Infant screech during ID-song that might be an ear safety issue,,
2/27/2018 12:31:24,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S44_7mMS.WAV, S44_7mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR44,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,,Yes,Female,Not specified,7,Yes,No,Infant(s),2,4,,,
2/27/2018 12:35:42,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S45_6mMS.WAV, S45_6mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR45,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Male,Mother of infant,6,Yes,No,Infant(s),1,4,,,
2/27/2018 12:40:49,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S46_8mMS.WAV, S46_8mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR46,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,8,Yes,No,Infant(s),1,3,"ID speech is short because the subject first only says ""shh,"" is interrupted by the researcher, and then restarts",,
2/27/2018 12:44:46,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S47_7mMS.WAV, S47_7mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR47,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,,Yes,Female,Not specified,7,Yes,No,Infant(s),2,3,,,
2/27/2018 12:50:25,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S48_6mMS.WAV, S48_6mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR48,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,,Yes,Female,Not specified,6,Yes,No,Infant(s),2,4,,,
2/27/2018 12:54:07,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S49_7mMS.WAV, S49_7mXY.WAV",SM_IDSstudy_ParticipantInfo.xlsx,TOR49,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Male,Mother of infant,7,Yes,No,Infant(s),1,3,,,
2/27/2018 12:57:56,DWL,Trehub & Cirelli - Urban Toronto (Canada),"S50_6mMS.wav, S50_6mXY.wav",SM_IDSstudy_ParticipantInfo.xlsx,TOR50,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,6,Yes,No,Infant(s),1,4,,,
3/6/2018 12:14:24,DWL,Singh - Mentawai Islanders (Sumatra),"SR006MS.WAV, SR006XY.WAV",GenLull_annotations.xlsx,MEN01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Male,,Yes,Not specified,Not specified,18,No,No,"Infant(s), Adult(s)",2,4,,,
3/8/2018 10:11:33,DWL,Singh - Mentawai Islanders (Sumatra),"SR007MS.WAV, SR007XY.WAV",GenLull_annotations.xlsx,MEN02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Not specified,Mother of infant,18,No,No,"Infant(s), Adult(s)",4,2,,,
3/8/2018 10:26:13,DWL,Singh - Mentawai Islanders (Sumatra),"SR008MS.WAV, SR008XY.WAV",GenLull_annotations.xlsx,MEN03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,20,No,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,3,ID speech is 8 seconds long. ,,
3/8/2018 10:42:03,DWL,Singh - Mentawai Islanders (Sumatra),"SR009MS.WAV, SR009XY.WAV",GenLull_annotations.xlsx,MEN04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,,Yes,Not specified,Not specified,16,No,No,Adult(s),2,4,,,
3/8/2018 10:50:25,DWL,Singh - Mentawai Islanders (Sumatra),"SR010MS.WAV, SR010XY.WAV",GenLull_annotations.xlsx,MEN05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,Yes,Not specified,Father of infant,16,No,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling)",3,3,,,
3/8/2018 10:59:59,DWL,Singh - Mentawai Islanders (Sumatra),"SR012MS.WAV, SR012XY.WAV",GenLull_annotations.xlsx,MEN06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,3,No,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,3,,,
3/8/2018 11:20:53,DWL,Singh - Mentawai Islanders (Sumatra),"SR013MS.WAV, SR013XY.WAV",GenLull_annotations.xlsx,MEN07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Male,,Yes,Not specified,Not specified,24,No,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,The infant is 2 years old. ,
3/8/2018 11:31:06,DWL,Singh - Mentawai Islanders (Sumatra),"SR014MS.WAV, SR014XY.WAV",GenLull_annotations.xlsx,MEN08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,24,No,Yes,"Outdoor sounds (e.g. birds, trees rustling), Indoor sounds (e.g. running appliances, echoes that indicate a large room), Television playing music",4,3,"During AD-song and AD-speech, the TV running in the background was playing Bollywood music. ",,"MEN08A: had a significant interjection of the researcher's voice, which I cut out. ERA"
3/8/2018 11:51:49,DWL,Singh - Mentawai Islanders (Sumatra),"SR016MS.WAV, SR016XY.WAV",GenLull_annotations.xlsx,MEN09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,,Yes,Not specified,Not specified,6,No,No,Infant(s),1,4,,,
3/8/2018 11:58:38,DWL,Singh - Mentawai Islanders (Sumatra),"SR017MS.WAV, SR017XY.WAV",GenLull_annotations.xlsx,MEN10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,,Yes,Not specified,Not specified,4,No,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",1,4,,,
3/9/2018 13:51:00,DWL,Singh - Mentawai Islanders (Sumatra),"SR018MS.WAV, SR018XY.WAV",GenLull_annotations.xlsx,MEN11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Male,,Yes,Not specified,Not specified,17,No,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
3/12/2018 14:49:16,ERA,Ross - Mestizo (Colombia),"AS7-MS, AS7-XY",Ross-InfantDirectedSong.xlsx,MES01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Female,Mother of infant,18,Yes,No,Infant(s),2,4,,,"Very loud sound at the end of 1A; I left it there, but it might be worth cutting off in later stages. HLR"
3/12/2018 14:59:20,ERA,Ross - Mestizo (Colombia),"PES-MS, PES-XY",Ross-InfantDirectedSong.xlsx,MES02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Friend of the child's mother,Yes,Male,Friend of the infant's mother,16,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,5,,,
3/19/2018 11:53:32,ERA,Ross - Mestizo (Colombia),"WWG-XY, WWG-MS",Ross-InfantDirectedSong,MES03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,27,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",1,5,,,
3/19/2018 12:03:07,ERA,Ross - Mestizo (Colombia),"B5S-XY, B5S-MS",Ross-InfantDirectedSong,MES04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,25,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,Note that the ID speech seems to be in the vocal form of explaining what would be said to an adult. Adult and ID songs very short.,
3/19/2018 12:14:35,ERA,Ross - Mestizo (Colombia),"BZ6-MS, BZ6-XY",Ross-InfantDirectedSong,MES05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,24,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",3,5,,,
3/19/2018 12:25:08,ERA,Ross - Mestizo (Colombia),"YYP-MS, YYP-XY",Ross-InfantDirectedSong,MES06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Grandmother,Yes,Male,Grandmother of infant,22,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",1,4,,,
3/19/2018 12:33:09,ERA,Ross - Mestizo (Colombia),"SZ6-MS, SZ6-XY",Ross-InfantDirectedSong,MES07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,24,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
3/19/2018 12:45:23,ERA,Ross - Mestizo (Colombia),"R7X-MS, R7X-XY",Ross-InfantDirectedSong.xlsx,MES08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Sister,Yes,Female,Sister of infant,24,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,,
3/19/2018 12:54:59,ERA,Ross - Mestizo (Colombia),"VVT-MS, VVT-XY",Ross-InfantDirectedSong.xslx,MES09,"Infant-directed song, Infant-directed speech, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,20,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",2,4,,The participant refused to sing an adult-directed song.,
3/19/2018 13:09:18,ERA,Ross - Mestizo (Colombia),"S3G-XY, S3G-MS",Ross-InfantDirectedStudy.xslx,MES10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,15,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,,
3/19/2018 13:19:08,ERA,Ross - Mestizo (Colombia),"CTC-MS, CTC-XY",Ross-InfantDirectedSong.xslx,MES11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Sister,Yes,Male,Sister of infant,15,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",2,4,,The adult-directed speech is very short.,
3/19/2018 13:35:34,ERA,Ross - Afro-Colombians (Colombia),"UC-9-MS, UC9-XY",Ross-InfantDirectedSong.xslx,ACO01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,9,Yes,No,Infant(s),1,4,,,
3/19/2018 13:48:45,ERA,Ross - Afro-Colombians (Colombia),"Z4U-MS, Z4U-XY",Ross-InfantDirectedSong.xslx,ACO02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,Yes,Male,Father of infant,9,Yes,No,Infant(s),1,4,,,
3/19/2018 14:03:26,ERA,Ross - Afro-Colombians (Colombia),"YZA-MS, YZA-XY",Ross-InfantDirectedSong.xslx,ACO03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,4,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
3/19/2018 14:11:47,ERA,Ross - Afro-Colombians (Colombia),"W4V-XY, W4V-MS",Ross-InfantDirectedSong.xslx,ACO04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,24,Yes,No,"Infant(s), Child or children",2,4,,,
3/19/2018 14:22:48,ERA,Ross - Afro-Colombians (Colombia),"BEP-MS, BEP-XY",Ross-InfantDirectedSong.xslx,ACO05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,4,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,,
3/19/2018 14:29:59,ERA,Ross - Afro-Colombians (Colombia),"JBQ-MS, JBQ-XY",Ross-InfantDirectedSong.xslx,ACO06,"Infant-directed song, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,12,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,The respondent refused to perform infant-directed speech.,
3/19/2018 14:36:51,ERA,Ross - Afro-Colombians (Colombia),"YX9-XY, YX9-MS",Ross-InfantDirectedSong.xslx,ACO07,"Infant-directed song, Adult-directed song, Adult-directed speech",MS,,,Male,No relation to any infants,No,,,,,No,Adult(s),1,4,,,Clipped 7D to a third of original length to cut out some prominent ums and ahs. HLR
3/19/2018 14:47:31,ERA,Ross - Afro-Colombians (Colombia),"NPZ-XY, NPZ-MS",Ross-InfantDirectedSong,ACO08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,10,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,,
3/19/2018 14:54:52,ERA,Ross - Afro-Colombians (Colombia),"K6G-XY, K6GMS",Ross-InfantDirectedSong,ACO09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,16,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",1,4,,,
3/20/2018 12:00:12,DWL,Singh - Mentawai Islanders (Sumatra),"SR019MS.WAV, SR019XY.WAV",GenLull_annotations.xlsx,MEN12,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Male,,Yes,Female,Not specified,24,No,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling)",3,5,,Infant is 2 years old - may be too old,
3/20/2018 12:14:38,DWL,Singh - Mentawai Islanders (Sumatra),"SR020MS.WAV, SR020XY.WAV",GenLull_annotations.xlsx,MEN13,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,,Yes,Female,Not specified,24,No,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling)",3,5,,Same child as in MEN12 - may be too old (2 years),
3/20/2018 12:24:11,DWL,Singh - Mentawai Islanders (Sumatra),"SR021MS.WAV, SR021XY.WAV",GenLull_annotations.xlsx,MEN14,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Male,,Yes,Not specified,Not specified,4,No,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling)",3,4,ID song and speech and AD song are all very short (less than 10sec),"Subject kept interjecting ID song, speech, and AD song with commentary.",
3/20/2018 12:29:26,DWL,Singh - Mentawai Islanders (Sumatra),"SR023MS.WAV, SR023XY.WAV",GenLull_annotations.xlsx,MEN15,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,,Yes,Not specified,Not specified,12,No,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",3,5,,Subject unsure about exact age of infant - around 1 year old. ,
3/20/2018 15:25:52,ERA,Ross - Afro-Colombians (Colombia),"JH4-XY, JH4-MS",Ross-InfantDirectedSong,ACO10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,23,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",2,4,,"The infant's name had to be cut out, and therefore the ID speech sample is very short.",
3/20/2018 15:34:10,ERA,Ross - Afro-Colombians (Colombia),"T9K-MS, T9K-XY",Ross-InfantDirectedSong.xslx,ACO11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,7,Yes,No,"Infant(s), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",1,4,,The respondent was shy; most samples are short.,
3/20/2018 15:47:17,ERA,Ross - Afro-Colombians (Colombia),"EDJ-MS, EJD-XY",Ross-InfantDirectedSong.xslx,ACO12,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Sister,Yes,Female,Sister of infant,23,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
3/20/2018 15:56:04,ERA,Ross - Afro-Colombians (Colombia),"YS8-MS, YS8-XY",Ross-InfantDirectedSong.xslx,ACO13,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,23,Yes,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
3/20/2018 16:48:30,ERA,Ross - Afro-Colombians (Colombia),"EF7-XY, EF7-MS",Ross-InfantDirectedSong.xslx,ACO14,"Infant-directed song, Infant-directed speech, Adult-directed speech",MS,,,Male,Stepfather,Yes,Female,Stepfather,24,Yes,No,"Outdoor sounds (e.g. birds, trees rustling)",3,4,,The respondent refused to sing adult-directed song.,
3/26/2018 11:28:05,ERA,Jasienska & Galbarczyk - Urban Krakow,"K001 MS, K001 XY",POLAND.xslx,KRA01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,8,Yes,No,Infant(s),1,5,,,
3/26/2018 11:39:37,ERA,Jasienska & Galbarczyk - Urban Krakow,"K002 MS, K002 XY",POLAND.xslx,KRA02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,7,Yes,No,Infant(s),1,5,,,
3/26/2018 11:46:59,ERA,Jasienska & Galbarczyk - Urban Krakow,"K003 MS, K003 XY",POLAND.xslx,KRA03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,8,Yes,No,Infant(s),2,4,,,
3/26/2018 11:53:43,ERA,Jasienska & Galbarczyk - Urban Krakow,"K004 MS, K004 XY",POLAND.xslx,KRA04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,6,Yes,No,"Infant(s), Adult(s)",1,4,,,
